-0.313623, 0.532094
-0.304836, 0.53618
-0.298906, 0.539534
-0.300042, 0.540906
-0.294751, 0.543949
-0.288686, 0.548017
-0.284629, 0.554724
-0.279868, 0.559102
-0.280964, 0.561908
-0.278986, 0.565384
-0.277605, 0.574596
-0.275158, 0.584612
-0.273292, 0.594595
-0.272542, 0.604641
-0.272643, 0.615265
0.267003, 0.616995
0.274627, 0.617395
0.283387, 0.619106
0.294377, 0.616472
-0.272726, 0.624954
0.24913, 0.629711
0.2653, 0.623883
0.287501, 0.621393
0.295113, 0.62329
0.301078, 0.624891
-0.272846, 0.634709
0.24645, 0.635827
0.252265, 0.633605
0.265358, 0.636327
-0.27344, 0.645047
0.237599, 0.648765
0.242412, 0.644284
0.258625, 0.640664
0.262933, 0.641484
0.228384, 0.655603
0.232848, 0.651844
0.225339, 0.662523
0.217645, 0.676543
0.222115, 0.674631
0.246235, 1.11677
0.250834, 1.11505
0.227004, 1.12934
0.235275, 1.12646
0.244451, 1.12495
0.251827, 1.12433
0.225828, 1.13158
0.235231, 1.13178
0.24192, 1.13218
-0.211984, 1.25861
-0.205465, 1.25707
-0.234029, 1.26833
-0.225105, 1.2655
-0.215866, 1.26356
-0.208842, 1.26557
-0.244073, 1.27627
-0.23578, 1.27402
-0.225947, 1.27394
-0.215771, 1.27584
-0.261494, 1.28685
-0.254332, 1.28397
-0.248413, 1.28133
-0.224284, 1.28092
-0.216082, 1.28348
-0.272467, 1.29778
-0.26609, 1.29502
-0.258105, 1.29129
-0.275636, 1.30345
-0.266717, 1.30257
-0.276835, 1.31118
-0.291559, 0.497906
-0.28533, 0.497634
-0.276925, 0.499163
-0.29292, 0.504566
-0.285502, 0.504983
-0.274481, 0.505666
-0.268392, 0.50855
-0.303163, 0.516791
-0.294862, 0.514405
-0.284686, 0.514965
-0.2746, 0.514233
-0.264967, 0.514822
-0.258128, 0.517868
-0.311781, 0.527931
-0.305735, 0.526155
-0.295427, 0.525862
-0.283461, 0.523146
-0.275619, 0.525242
-0.264363, 0.524422
-0.255641, 0.525325
-0.313514, 0.532667
-0.303726, 0.532922
-0.296379, 0.53619
-0.2856, 0.534593
-0.272197, 0.532477
-0.266284, 0.535699
-0.254967, 0.534325
-0.247093, 0.535477
-0.302256, 0.542212
-0.293383, 0.541526
-0.287208, 0.544914
-0.274586, 0.545099
-0.263136, 0.543777
-0.255681, 0.545143
-0.24475, 0.544801
-0.28329, 0.554155
-0.277624, 0.556945
-0.262756, 0.554284
-0.257413, 0.554643
-0.244337, 0.55506
-0.239898, 0.558114
-0.280317, 0.560992
-0.27691, 0.564652
-0.263108, 0.565111
-0.257984, 0.564781
-0.243014, 0.5645
-0.239043, 0.564185
-0.275032, 0.574854
-0.263305, 0.575255
-0.256695, 0.574677
-0.244885, 0.574167
-0.239012, 0.574311
-0.273019, 0.584825
-0.265576, 0.584819
-0.256787, 0.584629
-0.244528, 0.584774
-0.239522, 0.582912
-0.271584, 0.594833
-0.267379, 0.595408
-0.255787, 0.594578
-0.244938, 0.594988
-0.271032, 0.604899
-0.268466, 0.605223
-0.25428, 0.604223
-0.246032, 0.605025
-0.270891, 0.614904
-0.268682, 0.615124
-0.25409, 0.614511
-0.246154, 0.614579
0.259354, 0.619819
0.26617, 0.617135
0.274683, 0.616258
0.284163, 0.617237
0.292317, 0.61875
-0.270807, 0.624444
-0.268442, 0.625115
-0.254332, 0.624529
-0.246867, 0.623964
0.248555, 0.628423
0.254701, 0.625215
0.264383, 0.624122
0.274271, 0.623981
0.286144, 0.62185
0.295072, 0.62318
0.300755, 0.624335
-0.271015, 0.634993
-0.267884, 0.634764
-0.254711, 0.635214
-0.247373, 0.635185
0.246405, 0.635383
0.254037, 0.632276
0.263868, 0.632142
0.27096, 0.632707
-0.271256, 0.645033
-0.267311, 0.643989
-0.254186, 0.644554
-0.246201, 0.645553
0.238838, 0.649072
0.243724, 0.644721
0.250432, 0.643427
-0.271104, 0.652462
-0.268762, 0.652908
-0.250744, 0.653469
-0.248222, 0.652417
0.228369, 0.657543
0.234589, 0.65438
0.24301, 0.653076
0.22769, 0.663628
0.234081, 0.66485
0.232902, 0.673079
0.226186, 0.693932
0.225636, 1.11893
0.235653, 1.11899
0.244758, 1.11808
0.251516, 1.11786
0.227692, 1.12601
0.235141, 1.12621
0.245071, 1.12657
0.252055, 1.12605
0.218494, 1.13805
0.226013, 1.13584
0.234796, 1.1338
0.24333, 1.13206
0.250995, 1.13103
0.217359, 1.14352
0.224087, 1.14335
0.233522, 1.14159
0.2155, 1.15358
0.221424, 1.15058
-0.252551, 1.23419
-0.254103, 1.24679
-0.245579, 1.24645
-0.239913, 1.24778
-0.261089, 1.25556
-0.253227, 1.2549
-0.24461, 1.25486
-0.234949, 1.25604
-0.228094, 1.25988
-0.210563, 1.25833
-0.204217, 1.25708
-0.198384, 1.25647
-0.263795, 1.26468
-0.254237, 1.26549
-0.245287, 1.26705
-0.234588, 1.26694
-0.225672, 1.26697
-0.215144, 1.2658
-0.208632, 1.26306
-0.270485, 1.27344
-0.262938, 1.27512
-0.253546, 1.27353
-0.24508, 1.276
-0.235281, 1.27437
-0.22482, 1.27502
-0.216015, 1.27409
-0.207628, 1.27694
-0.273242, 1.28489
-0.263917, 1.28615
-0.254212, 1.28592
-0.244744, 1.28517
-0.235273, 1.28491
-0.225901, 1.28408
-0.215514, 1.28538
-0.207259, 1.28543
-0.273074, 1.29648
-0.263968, 1.29533
-0.255745, 1.29357
-0.243543, 1.29247
-0.236217, 1.29469
-0.226092, 1.29476
-0.215092, 1.29439
-0.208096, 1.29555
-0.281811, 1.30466
-0.274387, 1.30468
-0.266963, 1.30295
-0.233838, 1.30437
-0.225403, 1.30531
-0.215345, 1.30528
-0.209577, 1.30049
-0.284301, 1.31499
-0.276594, 1.31282
-0.231848, 1.3116
-0.224695, 1.31431
-0.215738, 1.3159
-0.291362, 1.3256
-0.287485, 1.32139
-0.22351, 1.32288
-0.216487, 1.32505
-0.296852, 1.33685
-0.214859, 1.33442
-0.210034, 1.34224
